"datetime","cap","return","cash","stockcap","IFcap","lowestcap","return2","net value"
"2005-01-04",3e+07,0,3e+07,0,0,3e+07,NA,1
"2005-01-05",30002950.68764,9.83562546668093e-05,5725682.68764,24277268,-21737151.6,29533346.68764,NA,1.00009835625467
"2005-01-06",30004836.68764,6.28604839447711e-05,5931323.68764,24073513,-21531510.6,29774311.68764,NA,1.00016122292133
"2005-01-07",30131069.08764,0.00420706839081042,5914154.08764,24216915,-21548680.2,29759884.08764,NA,1.004368969588
"2005-01-10",30122789.18764,-0.00027479609090264,5696884.18764,24425905,-21765950.1,29652104.18764,NA,1.00409297292133
"2005-01-11",30185078.78764,0.00206785632007667,5625577.78764,24559501,-21837256.5,29876336.78764,NA,1.00616929292133
"2005-01-12",30188231.08764,0.000104432392645792,5634053.08764,24554178,-21828781.2,29923029.08764,NA,1.006274369588
"2005-01-13",30305133.98764,0.00387246605011815,5631227.98764,24673906,-21831606.3,29972445.98764,NA,1.01017113292133
"2005-01-14",30296530.88764,-0.000283882592418627,5818932.88764,24477598,-21643901.4,30150592.88764,NA,1.00988436292133
"2005-01-17",30291617.48764,-0.00016217698383425,6275635.48764,24015982,-21187198.8,30048099.48764,NA,1.00972058292133
"2005-01-18",30301290.18764,0.000319319362987125,6117145.18764,24184145,-21345689.1,29798473.18764,NA,1.01004300625467
"2005-01-19",30359475.28764,0.0019202185662619,6280935.28764,24078540,-21181899,30104396.28764,NA,1.011982509588
"2005-01-20",30278875.78764,-0.00265483837373215,6521068.78764,23757807,-20941765.5,29923050.78764,NA,1.009295859588
"2005-01-21",30209188.68764,-0.00230150883040536,5943806.68764,24265382,-21519027.6,29208772.68764,NA,1.00697295625467
"2005-01-24",30265216.58764,0.00185466417451075,5603721.58764,24661495,-21859112.7,29850616.58764,NA,1.00884055292133
"2005-01-25",30227717.78764,-0.00123900649748909,5611561.78764,24616156,-21851272.5,29760772.78764,NA,1.00759059292133
"2005-01-26",30267928.08764,0.00133024597763187,5783411.08764,24484517,-21679423.2,30017605.08764,NA,1.00893093625467
"2005-01-27",30206616.38764,-0.0020256325382586,6118415.38764,24088201,-21344418.9,30040469.38764,NA,1.00688721292133
"2005-01-28",30093987.18764,-0.00372862681985409,6237157.18764,23856830,-21225677.1,29829139.18764,NA,1.00313290625467
"2005-01-31",29885603.18764,-0.00692443971284706,6550984.18764,23334619,-20911850.1,29633268.18764,NA,0.996186772921333
"2005-02-01",29820846.38764,-0.00216682258656165,6527507.38764,23293339,-20935326.9,29510854.38764,-0.00606954635548629,0.994028212921333
"2005-02-02",29842324.90147,0.000720251650499826,4710328.90147,25131996,-22655542.5,28460232.90147,NA,0.994744163382333
"2005-02-03",29739206.90147,-0.00345542783078945,5018533.90147,24720673,-22347337.5,29522461.90147,NA,0.991306896715667
"2005-02-04",29672430.40147,-0.00224540285224273,4486566.40147001,25185864,-22879305,28919175.40147,NA,0.989081013382334
"2005-02-16",29761540.40147,0.00300312440856154,4335231.40147,25426309,-23030640,29466278.40147,NA,0.992051346715667
"2005-02-17",29918858.40147,0.00528594951329309,4402236.40147,25516622,-22963635,29484082.40147,NA,0.997295280049
"2005-02-18",29925450.90147,0.000220345974152325,4729633.90147,25195817,-22636237.5,29802434.90147,NA,0.997515030049
"2005-02-21",29923510.90147,-6.48277617064652e-05,4289128.90147,25634382,-23076742.5,29365895.90147,NA,0.997450363382333
"2005-02-22",30058159.40147,0.00449975607619568,3814131.40147001,26244028,-23551740,29321421.40147,NA,1.00193864671567
"2005-02-23",30222223.40147,0.00545821844274252,3877131.40147,26345092,-23488740,29757336.40147,NA,1.00740744671567
"2005-02-24",30315204.40147,0.00307657708583675,3843021.40147,26472183,-23522850,29786894.40147,NA,1.01050681338233
"2005-02-25",30251180.90147,-0.00211192704334517,3813748.90147,26437432,-23552122.5,30050096.90147,NA,1.00837269671567
"2005-02-28",30214419.90147,-0.00121519223066802,3966118.90147,26248301,-23399752.5,29940580.90147,NA,1.007147330049
"2005-03-01",30276611.40147,0.00205833837627223,4057356.40147,26219255,-23308515,29991886.40147,0.0145527032975439,1.009220380049
"2005-03-02",30106732.73872,-0.00561088757580563,6252089.73872,23854643,-21447720,29946548.73872,NA,1.00355775795733
"2005-03-03",30143001.73872,0.00120468070430491,6117899.73872,24025102,-21581910,29684711.73872,NA,1.004766724624
"2005-03-04",30036614.73872,-0.00352940960963888,6202802.73872,23833812,-21497007,29828113.73872,NA,1.00122049129067
"2005-03-07",29984718.73872,-0.00172775795313251,6072518.73872,23912200,-21627291,29716636.73872,NA,0.999490624624
"2005-03-08",30014689.73872,0.000999542475657478,5671082.73872,24343607,-22028727,29454519.73872,NA,1.00048965795733
"2005-03-09",30087588.73872,0.00242877739648795,5722385.73872,24365203,-21977424,29797994.73872,NA,1.002919624624
"2005-03-10",29913019.73872,-0.00580202692598442,6229136.73872,23683883,-21470673,29735099.73872,NA,0.997100657957333
"2005-03-11",29935877.73872,0.000764148862256508,6123800.73872,23812077,-21576009,29505957.73872,NA,0.997862591290667
"2005-03-14",29891149.73872,-0.00149412689316775,6048263.73872,23842886,-21651546,29349888.73872,NA,0.996371657957333
"2005-03-15",29911362.73872,0.000676220224939073,6415826.73872,23495536,-21283983,29722371.73872,NA,0.997045424624
"2005-03-16",29788420.73872,-0.00411021059367689,6635444.73872,23152976,-21064365,29511917.73872,NA,0.992947357957333
"2005-03-17",29539243.73872,-0.00836489460739054,6849686.73872,22689557,-20850123,29359640.73872,NA,0.984641457957333
"2005-03-18",29351004.73872,-0.00637250573051251,7147844.73872,22203160,-20551965,29108811.73872,NA,0.978366824624
"2005-03-21",29253576.73872,-0.00331940936493658,7080056.73872,22173520,-20619753,28834939.73872,NA,0.975119224624
"2005-03-22",28998494.73872,-0.00871968587903871,7455305.73872001,21543189,-20244504,28669088.73872,NA,0.966616491290667
"2005-03-23",29155735.73872,0.00542238490020797,7560599.73872,21595136,-20139210,28763520.73872,NA,0.971857857957333
"2005-03-24",29250407.73872,0.00324711407897249,7438988.73872,21811419,-20260821,28696578.73872,NA,0.975013591290667
"2005-03-25",29271480.73872,0.000720434401743741,7477754.73872,21793726,-20222055,29004404.73872,NA,0.975716024624
"2005-03-28",29131600.73872,-0.00477871281089548,7525193.73872,21606407,-20174616,28686930.73872,NA,0.971053357957333
"2005-03-29",29110053.73872,-0.000739643529830469,7640819.73872,21469234,-20058990,28908322.73872,NA,0.970335124624
"2005-03-30",29064993.73872,-0.00154791881885341,8022095.73872,21042898,-19677714,28708320.73872,NA,0.968833124624
"2005-03-31",29099803.73872,0.00119766067431248,7913546.73872001,21186257,-19786263,28465974.73872,NA,0.969993457957334
"2005-04-01",29035922.73872,-0.00219523817320477,7158764.73872,21877158,-20541045,27961774.73872,-0.0355671274360115,0.967864091290667
"2005-04-04",28994405.34217,-0.00142986317065241,6026855.34217,22967550,-20205528,28585870.34217,NA,0.966480178072333
"2005-04-05",28831868.34217,-0.00560580560566293,6164825.34217,22667043,-20067558,28690930.34217,NA,0.961062278072333
"2005-04-06",28975589.34217,0.00498479662484419,5785355.34217,23190234,-20447028,28186931.34217,NA,0.965852978072333
"2005-04-07",29112974.34217,0.00474140485557117,5552990.34217,23559984,-20679393,28613733.34217,NA,0.970432478072333
"2005-04-08",29305468.34217,0.00661196611990178,5160038.34217,24145430,-21072345,28483506.34217,NA,0.976848944739
